position,role,mentality,side,role_code,att_cor,att_cro,att_dri,att_fin,att_fir,att_fre,att_hea,att_lon,att_lth,att_mar,att_pas,att_pen,att_tck,att_tec,att_agg,att_ant,att_bra,att_cmp,att_cnt,att_dec,att_det,att_fla,att_ldr,att_otb,att_pos,att_tea,att_vis,att_wor,att_acc,att_agi,att_bal,att_jum,att_nat,att_pac,att_sta,att_str,att_aer,att_cmd,att_com,att_ecc,att_han,att_kic,att_1v1,att_pun,att_ref,att_tro,att_thr
central_defender,ball_playing_defender,defend,centre,cd_bpd_d_c,0.1,0.1,0.1,0.1,0.8,0.1,1,0.1,0.1,1,1,0.1,1,0.8,0.8,0.8,0.8,1,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.1,0.8,0.1,1,0,0,0,0,0,0,0,0,0,0,0
central_defender,ball_playing_defender,stopper,centre,cd_bpd_s_c,0.1,0.1,0.1,0.1,0.8,0.1,1,0.1,0.1,0.8,1,0.1,1,0.8,1,0.8,1,1,0.8,1,0.1,0.1,0.1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0
central_defender,ball_playing_defender,cover,centre,cd_bpd_c_c,0.1,0.1,0.1,0.1,0.8,0.1,0.8,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.8,1,1,1,0.1,0.1,0.1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.1,1,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0
central_defender,libero,support,centre,cd_l_s_c,0.1,0.1,0.8,0.1,1,0.1,0.8,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.8,1,1,1,0.1,0.8,0.1,0.1,1,1,1,0.1,0.1,0.8,0.8,0.8,0.1,1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
central_defender,libero,attack,centre,cd_l_a_c,0.1,0.1,1,0.1,1,0.1,0.8,0.8,0.1,1,1,0.1,1,0.8,0.1,1,0.8,1,1,1,0.1,1,0.1,0.1,1,1,1,0.1,0.8,0.8,0.8,0.8,0.1,1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
central_defender,wide_centre_back,defend,centre,cd_wcb_d_c,0.1,1,0.8,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.8,0.8,0.8,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0.1,0.8,0.1,0.1,0.1,1,0.1,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0
central_defender,wide_centre_back,support,centre,cd_wcb_s_c,0.1,1,1,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.8,0.8,0.8,0.8,0.8,0.1,0.1,0.1,0.8,1,0.1,0.1,0.8,0.1,0.1,0.1,1,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
central_defender,wide_centre_back,attack,centre,cd_wcb_a_c,0.1,1,1,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.8,0.8,0.8,0.8,0.8,0.1,0.1,0.1,1,0.8,0.1,0.1,0.8,0.1,0.1,0.1,1,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
full_back,no_nonsense_full_back,defend,right,fb_nnfb_d_r,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,1,0.1,0.8,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0
full_back,no_nonsense_full_back,defend,left,fb_nnfb_d_l,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,1,0.1,0.8,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,defend,right,fb_fb_d_r,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.1,0.1,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,support,right,fb_fb_s_r,0.1,0.8,0.8,0.1,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,attack,right,fb_fb_a_r,0.1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.8,0.1,1,0.1,0.8,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,defend,left,fb_fb_d_l,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.1,0.1,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,support,left,fb_fb_s_l,0.1,0.8,0.8,0.1,0.1,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,full_back,attack,left,fb_fb_a_l,0.1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.8,0.1,1,0.1,0.8,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,defend,right,fb_wb_d_r,0.1,0.8,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.1,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,support,right,fb_wb_s_r,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.1,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,attack,right,fb_wb_a_r,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,1,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,defend,left,fb_wb_d_l,0.1,0.8,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.1,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,support,left,fb_wb_s_l,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.1,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,wing_back,attack,left,fb_wb_a_l,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,1,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,defend,right_inverted,fb_iwb_d_ri,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.1,0.8,1,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,support,right_inverted,fb_iwb_s_ri,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.8,0.8,1,0.1,0.1,0.1,1,0.8,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,attack,right_inverted,fb_iwb_a_ri,0.1,0.1,1,0.1,0.8,0.1,0.1,0.8,0.1,1,1,0.1,1,1,0.1,0.8,0.1,0.8,0.8,1,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,defend,left_inverted,fb_iwb_d_li,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.1,0.8,1,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,support,left_inverted,fb_iwb_s_li,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.8,0.8,1,0.1,0.1,0.1,1,0.8,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,inverted_wing_back,attack,left_inverted,fb_iwb_a_li,0.1,0.1,1,0.1,0.8,0.1,0.1,0.8,0.1,1,1,0.1,1,1,0.1,0.8,0.1,0.8,0.8,1,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,complete_wing_back,support,right,fb_cwb_s_r,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,complete_wing_back,attack,right,fb_cwb_a_r,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,1,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,complete_wing_back,support,left,fb_cwb_s_l,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
full_back,complete_wing_back,attack,left,fb_cwb_a_l,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,1,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,defend,right,wb_wb_d_r,0.1,0.8,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.1,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,support,right,wb_wb_s_r,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.1,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,attack,right,wb_wb_a_r,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,1,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,defend,left,wb_wb_d_l,0.1,0.8,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,1,0.1,0.1,0.8,0.8,0.1,0.1,0.1,0.8,1,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,support,left,wb_wb_s_l,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.8,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.1,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,wing_back,attack,left,wb_wb_a_l,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,1,0.1,0.8,0.1,0.1,0.8,0.8,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,defend,right_inverted,wb_iwb_d_ri,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.1,0.8,1,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,support,right_inverted,wb_iwb_s_ri,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.8,0.8,1,0.1,0.1,0.1,1,0.8,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,attack,right_inverted,wb_iwb_a_ri,0.1,0.1,1,0.1,0.8,0.1,0.1,0.8,0.1,1,1,0.1,1,1,0.1,0.8,0.1,0.8,0.8,1,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,defend,left_inverted,wb_iwb_d_li,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.1,0.8,1,0.1,0.1,0.1,0.8,1,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,support,left_inverted,wb_iwb_s_li,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,1,0.8,0.1,1,0.1,0.8,0.8,1,0.1,0.1,0.1,1,0.8,1,0.1,1,0.8,0.8,0.1,0.1,0.1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,inverted_wing_back,attack,left_inverted,wb_iwb_a_li,0.1,0.1,1,0.1,0.8,0.1,0.1,0.8,0.1,1,1,0.1,1,1,0.1,0.8,0.1,0.8,0.8,1,0.1,0.8,0.1,1,0.8,1,0.1,1,1,0.8,0.1,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,complete_wing_back,support,right,wb_cwb_s_r,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,complete_wing_back,attack,right,wb_cwb_a_r,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,1,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,complete_wing_back,support,left,wb_cwb_s_l,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
wing_back,complete_wing_back,attack,left,wb_cwb_a_l,0.1,1,1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,0.8,0.1,1,0.1,1,0.1,1,0.1,1,0.1,1,1,0.8,0.8,0.1,0.1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,anchor,defend,centre,dm_a_d_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,1,1,0.1,0.1,0.1,0.1,1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,deep_lying_playmaker,defend,centre,dm_dlp_d_c,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,1,0.1,1,0.1,0.1,0.1,0.1,0.8,1,1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,deep_lying_playmaker,support,centre,dm_dlp_s_c,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,0.1,0.1,0.8,0.8,1,1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,regista,support,centre,dm_r_s_c,0.1,0.1,0.8,0.1,1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,1,0.1,1,0.1,1,1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,defensive_midfielder,defend,centre,dm_dm_d_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.1,0.8,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,defensive_midfielder,support,centre,dm_dm_s_c,0.1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.1,0.8,1,0.1,0.8,1,0.8,0.1,0.1,0.1,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,ball_winning_midfielder,defend,centre,dm_bwm_d_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,1,0.1,1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.8,1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,ball_winning_midfielder,support,centre,dm_bwm_s_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.1,1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.8,1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,segundo_volante,support,centre,dm_sv_s_c,0.1,0.1,0.1,0.8,0.8,0.1,0.1,0.8,0.1,1,1,0.1,1,0.1,0.1,0.8,0.1,0.8,0.8,0.8,0.1,0.1,0.1,1,1,0.1,0.1,1,0.8,0.1,0.8,0.1,0.1,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,segundo_volante,attack,centre,dm_sv_a_c,0.1,0.1,0.1,1,0.8,0.1,0.1,1,0.1,0.8,1,0.1,1,0.1,0.1,1,0.1,0.8,0.8,0.8,0.1,0.1,0.1,1,1,0.1,0.1,1,0.8,0.1,0.8,0.1,0.1,1,1,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,half_back,defend,centre,dm_hb_d_c,0.1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,1,0.8,0.1,1,0.1,0.8,1,0.8,1,1,1,0.1,0.1,0.1,0.1,1,1,0.1,0.8,0.1,0.1,0.1,0.8,0.1,0.1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0
defensive_midfielder,roaming_playmaker,support,centre,dm_rp_s_c,0.1,0.1,0.8,0.1,1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,1,0.1,1,0.1,1,0.8,1,0.1,0.1,0.1,1,0.8,1,1,1,1,0.8,0.8,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
central_midfielder,roaming_playmaker,support,centre,cm_rp_s_c,0.1,0.1,0.8,0.1,1,0.1,0.1,0.8,0.1,0.1,1,0.1,0.1,1,0.1,1,0.1,1,0.8,1,0.1,0.1,0.1,1,0.8,1,1,1,1,0.8,0.8,0.1,0.1,0.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0
central_midfielder,ball_winning_midfielder,defend,centre,cm_bwm_d_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.1,1,0.1,1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.8,1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0,0
central_midfielder,ball_winning_midfielder,support,centre,cm_bwm_s_c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.8,0.1,1,0.1,1,1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.8,1,0.1,1,0.1,0.8,0.1,0.1,0.1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0,0
central_midfielder,deep_lying_playmaker,defend,centre,cm_dlp_d_c,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.8,1,0.1,0.8,0.1,1,0.1,1,0.1,0.1,0.1,0.1,0.8,1,1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
central_midfielder,deep_lying_playmaker,support,centre,cm_dlp_s_c,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.1,1,0.1,0.8,0.1,1,0.1,1,0.1,0.1,0.1,0.8,0.8,1,1,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
